$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
43C25B,ZJ198,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/5/25513_1629124623.jpg,https://cdn.jetphotos.com/full/6/97417_1628020943.jpg,https://cdn.jetphotos.com/full/5/45417_1621021107.jpg
43C25A,ZJ197,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/5/35543_1602250287.jpg,https://cdn.jetphotos.com/full/6/96975_1561304448.jpg,https://cdn.jetphotos.com/full/5/32113_1560335374.jpg
43C259,ZJ196,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/5/87815_1564171939.jpg,https://cdn.jetphotos.com/full/4/73776_1315905272.jpg,https://cdn.jetphotos.com/full/1/43774_1238244190.jpg
43C258,ZJ195,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/6/50750_1601907876.jpg,https://cdn.jetphotos.com/full/5/44803_1426865990.jpg,https://cdn.jetphotos.com/full/3/17299_1310751565.jpg
43C257,ZJ194,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/3/54441_1370884736.jpg,https://cdn.jetphotos.com/full/2/33706_1257460913.jpg,https://cdn.jetphotos.com/full/2/70837_1147635341.jpg
43C255,ZJ192,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/6/33534_1563908043.jpg,,
43C254,ZJ191,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/5/74469_1602250158.jpg,https://cdn.jetphotos.com/full/6/54252_1593181021.jpg,https://cdn.jetphotos.com/full/5/15069_1573983346.jpg
43C252,ZJ189,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/1/58395_1289951050.jpg,https://cdn.jetphotos.com/full/2/35079_1238097442.jpg,
43C251,ZJ188,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,,,
43C250,ZJ187,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/2/29358_1267222918.jpg,https://cdn.jetphotos.com/full/1/95739_1152354212.jpg,https://cdn.jetphotos.com/full/1/34485_1150389739.jpg
43C24F,ZJ186,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/5/51736_1629833110.jpg,https://cdn.jetphotos.com/full/6/45584_1629370597.jpg,https://cdn.jetphotos.com/full/5/23621_1623406761.jpg
43C24B,ZJ182,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/6/90886_1629833138.jpg,https://cdn.jetphotos.com/full/6/59481_1543675963.jpg,https://cdn.jetphotos.com/full/2/39642_1149868074.jpg
43C24A,ZJ181,Army Air Corps,Westland WAH-64D Apache AH1,H64,Mil,Brrrrrrrrrrrrrrrrrrrrrrt,Gunship,Longbow,Army Air Corp,http://torinak.com/qaop#!tomahawk,https://cdn.jetphotos.com/full/6/74542_1594926031.jpg,https://cdn.jetphotos.com/full/5/28793_1581741259.jpg,https://cdn.jetphotos.com/full/5/28793_1581741259.jpg
AC67F2,N899NC,21st Century Fox,Gulfstream G550,GLF5,Civ,Is This My Good Side,Hollywood,News Corporation,As Seen on TV,https://en.wikipedia.org/wiki/21st_Century_Fox,https://cdn.jetphotos.com/full/6/72282_1569487454.jpg,https://cdn.jetphotos.com/full/5/13930_1541359022.jpg,https://cdn.jetphotos.com/full/5/13930_1541359022.jpg
ADCA0B,N988NC,21st Century Fox,Gulfstream G650 ER,GLF6,Civ,Is This My Good Side,Hollywood,News Corporation,As Seen on TV,https://en.wikipedia.org/wiki/21st_Century_Fox,https://cdn.jetphotos.com/full/5/12897_1589469101.jpg,https://cdn.jetphotos.com/full/5/12880_1587742575.jpg,https://cdn.jetphotos.com/full/6/61603_1561656719.jpg
AC705B,N900NC,21st Century Fox,Gulfstream G650 ER,GLF6,Civ,Is This My Good Side,Hollywood,News Corporation,As Seen on TV,https://en.wikipedia.org/wiki/21st_Century_Fox,https://cdn.jetphotos.com/full/5/75919_1638773667.jpg,https://cdn.jetphotos.com/full/6/63042_1551811999.jpg,https://cdn.jetphotos.com/full/5/79605_1408217843.jpg
AC643B,N898NC,21st Century Fox,Gulfstream G650 ER,GLF6,Civ,Is This My Good Side,Hollywood,News Corporation,As Seen on TV,https://en.wikipedia.org/wiki/21st_Century_Fox,https://cdn.jetphotos.com/full/2/79642_1149867234.jpg,https://cdn.jetphotos.com/full/2/23740_1126692228.jpg,https://cdn.jetphotos.com/full/1/98043_1125702410.jpg
ACE463,N93M,3M Company,Gulfstream G650 ER,GLF6,Civ,Chemicals,Mining,Sticky Tape,As Seen on TV,https://en.wikipedia.org/wiki/3M,https://cdn.jetphotos.com/full/6/16272_1608415511.jpg,https://cdn.jetphotos.com/full/6/66217_1605815766.jpg,https://cdn.jetphotos.com/full/5/23716_1593708802.jpg
AC6F37,N900AL,Abbott Laboratories,Gulfstream G550,GLF5,Civ,Medical Devices,Generic Drugs,Nutritional Products,As Seen on TV,https://en.wikipedia.org/wiki/Abbott_Laboratories,https://cdn.jetphotos.com/full/6/89447_1603897693.jpg,https://cdn.jetphotos.com/full/6/48414_1601392847.jpg,https://cdn.jetphotos.com/full/5/50980_1530298040.jpg
A3C881,N343AP,Air Products & Chemicals,Dassault Falcon 7X,FA7X,Civ,Industrial Gases,Chemicals,Gasification,As Seen on TV,https://www.airproducts.co.uk/,https://cdn.jetphotos.com/full/5/55291_1572253951.jpg,https://cdn.jetphotos.com/full/6/62478_1536513151.jpg,https://cdn.jetphotos.com/full/5/17721_1524317178.jpg
A3CC38,N344AP,Air Products & Chemicals,Gulfstream G650 ER,GLF6,Civ,Industrial Gases,Chemicals,Gasification,As Seen on TV,https://www.airproducts.co.uk/,https://cdn.jetphotos.com/full/5/82551_1590059198.jpg,https://cdn.jetphotos.com/full/5/75369_1565427369.jpg,https://cdn.jetphotos.com/full/5/99914_1562835275.jpg
A88D52,N650GB,American Express Travel,Gulfstream G650 ER,GLF6,Civ,That Will Do Nicely,Amex,Charge Card,As Seen on TV,https://en.wikipedia.org/wiki/American_Express,https://live.staticflickr.com/65535/48973937038_f07e349af2_h.jpg,https://cdn.jetphotos.com/full/6/12196_1570603941.jpg,
ADC979,N988GG,Amys Kitchen,Bombardier Global 6000,GLEX,Civ,Bizjet,Food,Does Amy Cook Them All ,As Seen on TV,https://www.amys.com/,https://cdn.jetphotos.com/full/5/72617_1621270455.jpg,https://cdn.jetphotos.com/full/6/25657_1596003739.jpg,https://cdn.jetphotos.com/full/6/14836_1563212595.jpg
A648CF,N504AC,Apache Corporation,Gulfstream G550,GLF5,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,As Seen on TV,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/40094_1636903049.jpg,https://cdn.jetphotos.com/full/6/19686_1526225155.jpg,https://cdn.jetphotos.com/full/6/42666_1429487476.jpg
A0001A,N1AZ,Arizona Cardinals,Dassault Falcon 7X,FA7X,Civ,NFl,The Other Football,Big Red,As Seen on TV,https://www.azcardinals.com/,https://cdn.jetphotos.com/full/5/98654_1633709751.jpg,https://cdn.jetphotos.com/full/5/87407_1633652720.jpg,https://cdn.jetphotos.com/full/5/99145_1616688916.jpg
3C992C,D-BFIL,Atlas Spare Parts,Embraer Legacy 450,E545,Civ,Digger,Excavator,Crane,As Seen on TV,https://www.atlasgmbh.com/en/products.aspx,https://live.staticflickr.com/4721/26206408928_069bc2300b_h.jpg,https://cdn.jetphotos.com/full/6/45025_1638720606.jpg,https://cdn.jetphotos.com/full/6/66331_1638007026.jpg
AA7093,N772BE,BAE Systems,Gulfstream G550,GLF5,Civ,Arms Company,Security,Missiles,As Seen on TV,https://www.baesystems.com/en/home,https://cdn.jetphotos.com/full/5/75594_1628538043.jpg,,
A8908B,N651BA,Bank of America,Gulfstream G650 ER,GLF6,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV,https://www.bankofamerica.com,https://cdn.jetphotos.com/full/5/86446_1612728885.jpg,https://cdn.jetphotos.com/full/5/82063_1611332597.jpg,https://cdn.jetphotos.com/full/5/90704_1587321251.jpg
C047EB,C-GBGC,Barrick Gold Corp,Gulfstream G500,GLF5,Civ,Gold ,Environment Damage,Mining,As Seen on TV,https://www.barrick.com/English/home/default.aspx,https://cdn.jetphotos.com/full/5/92124_1614557500.jpg,https://cdn.jetphotos.com/full/5/27052_1611355813.jpg,https://cdn.jetphotos.com/full/1/36352_1305537387.jpg
C05613,C-GGPM,Barrick Gold Corp,Gulfstream G550,GLF5,Civ,Gold ,Environment Damage,Mining,As Seen on TV,https://www.barrick.com/English/home/default.aspx,https://cdn.jetphotos.com/full/6/21622_1633076035.jpg,https://cdn.jetphotos.com/full/5/89040_1628420403.jpg,https://cdn.jetphotos.com/full/6/59079_1602632264.jpg
3CBC49,D-BOBI,BASF,Dassault Falcon 2000LX,F2TH,Civ,Tapes,Chemicals,Dyes,As Seen on TV,https://en.wikipedia.org/wiki/BASF,https://cdn.jetphotos.com/full/5/19200_1634832986.jpg,https://cdn.jetphotos.com/full/5/18556_1634669341.jpg,https://cdn.jetphotos.com/full/6/14769_1632471702.jpg
3CBDEB,D-BOOK,Bertelsmann,Dassault Falcon 2000LXS,F2TH,Civ,Music,Books,Media Conglomerate,As Seen on TV,https://en.wikipedia.org/wiki/Bertelsmann,https://cdn.jetphotos.com/full/5/96462_1636351252.jpg,https://cdn.jetphotos.com/full/5/57887_1635020724.jpg,https://cdn.jetphotos.com/full/5/25197_1620488956.jpg
3C9654,D-BERT,Bertelsmann,Dassault Falcon 2000LXS,F2TH,Civ,Music,Books,Media Conglomerate,As Seen on TV,https://en.wikipedia.org/wiki/Bertelsmann,https://cdn.jetphotos.com/full/5/89882_1640851700.jpg,https://cdn.jetphotos.com/full/6/38709_1637365651.jpg,https://cdn.jetphotos.com/full/6/70695_1633464306.jpg
A2AE06,N272BC,Bissell Inc,Bombardier Challenger 350,CL35,Civ,Mega Maid,Vacuum Cleaner,DustBuster,As Seen on TV,https://youtu.be/O7aeWQCF1jM,https://cdn.jetphotos.com/full/5/58418_1633956489.jpg,https://cdn.jetphotos.com/full/6/19923_1565053096.jpg,https://cdn.jetphotos.com/full/3/15549_1393883109.jpg
3CB6D6,D-BMVV,BMW,Dassault Falcon 2000,F2TH,Civ,Not A Car,E30 318is,Inline Six,As Seen on TV,https://www.bmwgroup.com/en.html,https://cdn.jetphotos.com/full/6/65884_1604504271.jpg,https://cdn.jetphotos.com/full/5/46850_1603403924.jpg,https://cdn.jetphotos.com/full/5/16068_1600627837.jpg
3C49B7,D-ABMW,BMW,Gulfstream G550,GLF5,Civ,Not A Car,E30 318is,Inline Six,As Seen on TV,https://www.bmwgroup.com/en.html,https://cdn.jetphotos.com/full/6/46631_1633706893.jpg,https://cdn.jetphotos.com/full/6/30043_1632673192.jpg,https://cdn.jetphotos.com/full/5/37506_1632162382.jpg
A6F207,N547BA,Boeing Executive Flight Operations,Bombardier Challenger 650,CL60,Civ,Bizjet,Must Be Nice,MCAS,As Seen on TV,https://en.wikipedia.org/wiki/Boeing,https://cdn.jetphotos.com/full/5/76596_1633883654.jpg,https://cdn.jetphotos.com/full/6/12766_1590661476.jpg,https://cdn.jetphotos.com/full/6/73690_1502641372.jpg
AA1AB5,N750GX,Bombardier Aerospace Corp,Bombardier Global 7500,GL7T,Civ,We Make Planes,Bizjet,Aerospace,As Seen on TV,https://en.wikipedia.org/wiki/Bombardier_Aviation,https://cdn.jetphotos.com/full/5/44669_1636258054.jpg,https://cdn.jetphotos.com/full/5/11903_1629646477.jpg,https://cdn.jetphotos.com/full/5/13546_1626455819.jpg
A7D9FC,N605BS,Boston Scientific Corp,Bombardier Challenger 605,CL60,Civ,Bizjet,Taxus Stent,Medical Devices,As Seen on TV,https://en.wikipedia.org/wiki/Boston_Scientific,https://cdn.jetphotos.com/full/5/79549_1638562133.jpg,https://cdn.jetphotos.com/full/6/13888_1636748883.jpg,https://cdn.jetphotos.com/full/5/40140_1610701934.jpg
A988EC,N713TS,Cactus Jack Airlines,Embraer Lineage 1000,E190,Civ,Travis Scott,Astroworld,Not A Good Human,As Seen on TV,https://en.wikipedia.org/wiki/Cactus_Jack_Records,https://cdn.jetphotos.com/full/6/96394_1625117950.jpg,,
485B87,PH-JWL,Cartier,Dassault Falcon 2000LXS,F2TH,Civ,Jewellery,Luxury Goods,Diamonds,As Seen on TV,https://blog.krosengart.com/de-beers-diamonds-controversy,https://cdn.jetphotos.com/full/5/50368_1636401906.jpg,https://cdn.jetphotos.com/full/5/62775_1634799220.jpg,https://cdn.jetphotos.com/full/6/72585_1625941808.jpg
4859C1,PH-WTC,Cartier,Dassault Falcon 2000S,F2TH,Civ,Jewellery,Luxury Goods,Diamonds,As Seen on TV,https://blog.krosengart.com/de-beers-diamonds-controversy,https://cdn.jetphotos.com/full/6/93649_1640355983.jpg,https://cdn.jetphotos.com/full/6/32493_1630184940.jpg,https://cdn.jetphotos.com/full/6/19117_1627374516.jpg
A16534,N1895T,Chevron USA,Gulfstream G650 ER,GLF6,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,As Seen on TV,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/6/95569_1623915629.jpg,https://cdn.jetphotos.com/full/5/54891_1568273945.jpg,
A15DE5,N1876P,Chevron USA,Gulfstream G650 ER,GLF6,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,As Seen on TV,https://xkcd.com/1732/,,,
AAF670,N805WM,Citigroup Inc,Bombardier Global 6000,GLEX,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV,https://youtu.be/KWHsS866kXQ?t=2,https://cdn.jetphotos.com/full/5/43800_1630616151.jpg,https://cdn.jetphotos.com/full/6/59771_1578667592.jpg,https://cdn.jetphotos.com/full/6/58826_1551996658.jpg
A14704,N1812C,Citigroup Inc,Bombardier Global 6000,GLEX,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV,https://youtu.be/KWHsS866kXQ?t=2,https://cdn.jetphotos.com/full/6/79182_1626632613.jpg,https://cdn.jetphotos.com/full/5/67120_1574267137.jpg,https://cdn.jetphotos.com/full/5/52173_1574179428.jpg
A40DA9,N360PZ,City Electric Supply Company,Dassault Falcon 7X,FA7X,Civ,Sockets,Connectors,Cables,As Seen on TV,https://www.cityelectricsupply.com/,https://cdn.jetphotos.com/full/6/96150_1640160143.jpg,https://cdn.jetphotos.com/full/5/85860_1637035288.jpg,https://cdn.jetphotos.com/full/6/55642_1631866813.jpg
AC35AB,N886RW,Coca-Cola Company,Gulfstream G600,GA6C,Civ,The Real Thing,Bad For You,Drink Water Instead,As Seen on TV,https://youtu.be/ib-Qiyklq-Q,https://cdn.jetphotos.com/full/6/83087_1633896866.jpg,https://cdn.jetphotos.com/full/6/44790_1592265939.jpg,https://cdn.jetphotos.com/full/6/57090_1615087365.jpg
ADB41E,N982RW,Coca-Cola Company,Gulfstream G600,GLF6,Civ,The Real Thing,Bad For You,Drink Water Instead,As Seen on TV,https://youtu.be/ib-Qiyklq-Q,https://cdn.jetphotos.com/full/5/94667_1639431127.jpg,https://cdn.jetphotos.com/full/5/55454_1606436494.jpg,https://cdn.jetphotos.com/full/6/94528_1605623017.jpg
AD57A2,N959RW,Coca-Cola Company,Gulfstream G600,GLF6,Civ,The Real Thing,Bad For You,Drink Water Instead,As Seen on TV,https://youtu.be/ib-Qiyklq-Q,https://cdn.jetphotos.com/full/6/62866_1620076262.jpg,https://cdn.jetphotos.com/full/6/15361_1608296209.jpg,
A8342A,N628CC,Comcast Corp,Dassault Falcon 2000EX,F2TH,Civ,Telecoms,Customer Service,We Dont Care,As Seen on TV,https://youtu.be/vbHqUNl8YFk&t=6s,https://cdn.jetphotos.com/full/5/63784_1422791761.jpg,https://cdn.jetphotos.com/full/5/52757_1404686627.jpg,https://cdn.jetphotos.com/full/3/66376_1382983141.jpg
A83D76,N63XF,Comcast Corp,Gulfstream G650 ER,GLF6,Civ,Telecoms,Customer Service,We Dont Care,As Seen on TV,https://youtu.be/vbHqUNl8YFk&t=6s,https://cdn.jetphotos.com/full/5/59083_1532171201.jpg,https://cdn.jetphotos.com/full/5/78165_1411574083.jpg,https://cdn.jetphotos.com/full/1/47520_1288527493.jpg
A79B46,N59CF,Compass Foods,Gulfstream G450,GLF4,Civ,Canteen Food,Dinner Ladies,Is It On The Trolley,As Seen on TV,https://en.wikipedia.org/wiki/Compass_Group,https://live.staticflickr.com/65535/48541666562_d943ea9ed6_k.jpg,https://live.staticflickr.com/1631/24875172205_770f749d03_b.jpg,https://live.staticflickr.com/65535/49844107557_2b44b5d0b3_k.jpg
AAC36A,N793CP,ConocoPhillips,Gulfstream G550,GLF5,Civ,Oil Spill,Man Made Climate Change,Climate Crisis,As Seen on TV,https://xkcd.com/1732/,https://cdn.jetphotos.com/full/5/53246_1598444465.jpg,https://cdn.jetphotos.com/full/5/84732_1497006530.jpg,https://cdn.jetphotos.com/full/6/42038_1483693113.jpg
A0BE47,N147SF,Constellation Brands,Gulfstream G550,GLF5,Civ,Bizjet,Booze,Alcohol,As Seen on TV,https://en.wikipedia.org/wiki/Constellation_Brands,https://cdn.jetphotos.com/full/6/41579_1613446515.jpg,https://cdn.jetphotos.com/full/2/81374_1245680152.jpg,
A493A2,N394WJ,CoPart Inc,Bombardier Global Express XRS,GLEX,Civ,Pantone,Bizjets,Conglomerate,As Seen on TV,https://w.wiki/4nKq,https://cdn.jetphotos.com/full/5/51186_1635709504.jpg,https://cdn.jetphotos.com/full/5/62737_1526597837.jpg,https://cdn.jetphotos.com/full/1/41092_1258914916.jpg
AB5648,N83CW,Costco Wholesale,Gulfstream G550,GLF5,Civ,Giant Pizza,Free Samples,Extended Family Size,As Seen on TV,https://www.costco.com,https://cdn.jetphotos.com/full/5/32841_1620973615.jpg,https://cdn.jetphotos.com/full/6/65033_1616603077.jpg,https://cdn.jetphotos.com/full/5/51136_1611504498.jpg
A2D59E,N282CC,Cummins Engine Company,Gulfstream G280,G280,Civ,Diesel Power,P Pump,Rolling Coal,As Seen on TV,https://www.cummins.com,https://cdn.jetphotos.com/full/5/13803_1623613848.jpg,https://cdn.jetphotos.com/full/6/60085_1605272627.jpg,https://cdn.jetphotos.com/full/5/18989_1582819132.jpg
A2D1E7,N281CC,Cummins Engine Company,Gulfstream G280,G280,Civ,Diesel Power,P Pump,Rolling Coal,As Seen on TV,https://www.cummins.com,https://cdn.jetphotos.com/full/5/82814_1608468909.jpg,https://cdn.jetphotos.com/full/5/26289_1474735705.jpg,https://cdn.jetphotos.com/full/6/14286_1463185133.jpg
AA0198,N744C,Cutrale North America,Dassault Falcon 8X,FA8X,Civ,Orange Juice,Oranges,Chiquita,As Seen on TV,https://youtu.be/VIMzn_obxgw,https://live.staticflickr.com/1810/42941422521_96d77f94b1_k.jpg,https://cdn.jetphotos.com/full/5/96369_1626028360.jpg,https://cdn.jetphotos.com/full/5/88045_1625519261.jpg
A6EAB1,N545C,Cutrale North America,Gulfstream G280,G280,Civ,Orange Juice,Oranges,Chiquita,As Seen on TV,https://youtu.be/VIMzn_obxgw,https://cdn.jetphotos.com/full/5/85133_1601195110.jpg,https://cdn.jetphotos.com/full/6/88955_1632170128.jpg,https://cdn.jetphotos.com/full/5/48435_1645307671.jpg
ACB0DE,N917C,Cutrale North America,Gulfstream G650 ER,GLF6,Civ,Orange Juice,Oranges,Chiquita,As Seen on TV,https://youtu.be/VIMzn_obxgw,https://live.staticflickr.com/65535/51317664773_1acb6a73f6_k.jpg,https://cdn.jetphotos.com/full/6/15445_1605641318.jpg,https://cdn.jetphotos.com/full/6/20927_1574672893.jpg
ACBD5E,N92RX,CVS Pharmacy,Cessna Citation X,C56X,Civ,Pharmacy,Tylenol,Drugstore,As Seen on TV,https://www.cvs.com,https://cdn.jetphotos.com/full/6/23673_1635447650.jpg,https://cdn.jetphotos.com/full/6/12282_1416044027.jpg,https://cdn.jetphotos.com/full/4/19805_1364667385.jpg
AAFC2C,N807DC,Danaher Corp,Bombardier Global Express XRS,GLEX,Civ,Pantone,Bizjets,Conglomerate,As Seen on TV,https://w.wiki/4nKq,https://cdn.jetphotos.com/full/6/17150_1556875826.jpg,https://cdn.jetphotos.com/full/5/22106_1543066865.jpg,https://cdn.jetphotos.com/full/6/88939_1491979143.jpg
ABA6DA,N85V,Dart Container Corp,Gulfstream G500,GLF5,Civ,Red Solo Cup,Containers,Bizjet,As Seen on TV,https://w.wiki/4md$,https://cdn.jetphotos.com/full/5/37660_1636837258.jpg,https://cdn.jetphotos.com/full/5/37660_1636837258.jpg,https://cdn.jetphotos.com/full/5/58166_1633536335.jpg
A6C4DB,N535V,Dart Container Corp,Gulfstream G500,GLF5,Civ,Red Solo Cup,Containers,Bizjet,As Seen on TV,https://w.wiki/4md$,https://cdn.jetphotos.com/full/5/96173_1641731461.jpg,https://cdn.jetphotos.com/full/5/13899_1641226082.jpg,https://cdn.jetphotos.com/full/5/12323_1641963696.jpg
A2CDE5,N28ZD,Dell USA,Bombardier Global 6000,GLEX,Civ,Laptop,Michael Dell,Order Direct,As Seen on TV,https://www.dell.com,https://cdn.jetphotos.com/full/6/15139_1622566046.jpg,https://cdn.jetphotos.com/full/6/75873_1601291917.jpg,https://cdn.jetphotos.com/full/6/31857_1593448957.jpg
4B846E,TC-ACN,Deniz Bank,Bombardier Global Express XRS,GLEX,Civ,Bizjet,Bunch of Bankers,Aaaaaaaand its gone,As Seen on TV,https://w.wiki/4me3,https://cdn.jetphotos.com/full/5/60272_1625572838.jpg,https://cdn.jetphotos.com/full/6/93046_1636449106.jpg,https://cdn.jetphotos.com/full/5/60272_1625572838.jpg
3CBDCE,D-BONN,Deutsche Telekom,Dassault Falcon 2000EX,F2TH,Civ,Bizjet,Telecoms,Handy,As Seen on TV,https://www.telekom.com/en,https://live.staticflickr.com/8704/16721677290_a0b32af6b0_k.jpg,https://cdn.jetphotos.com/full/5/21268_1640293682.jpg,https://cdn.jetphotos.com/full/6/95133_1635073672.jpg
A9766C,N709EL,DFS Furniture Company,Beechjet 400,BE40,Civ,Sale Must End Soon,Reduced,Buy Now Pay Forever,As Seen on TV,https://youtu.be/DGkhTEZWle4,https://cdn.jetphotos.com/full/6/32580_1571945358.jpg,https://cdn.jetphotos.com/full/6/33031_1502051998.jpg,https://cdn.jetphotos.com/full/6/28031_1487459486.jpg
A99DEB,N719EL,DFS Furniture Company,Beechjet 400XP,BE40,Civ,Sale Must End Soon,Reduced,Buy Now Pay Forever,As Seen on TV,https://youtu.be/DGkhTEZWle4,https://cdn.jetphotos.com/full/6/21566_1599827754.jpg,https://cdn.jetphotos.com/full/6/53367_1594338343.jpg,https://cdn.jetphotos.com/full/6/22486_1550519133.jpg
